"Country","Year","Quarter","Value"
"Slovenia",2011,"Q4",4089.6
"Slovenia",2012,"Q1",3933.3
"Slovenia",2012,"Q2",3889.1
"Slovenia",2012,"Q3",3854.9
"Slovenia",2012,"Q4",3928.4
"Slovenia",2013,"Q1",3774.4
"Slovenia",2013,"Q2",3774.7
"Slovenia",2013,"Q3",3800.6
"Slovenia",2013,"Q4",3917.8
"Slovenia",2014,"Q1",3813.3
"Slovenia",2014,"Q2",3849.2
"Slovenia",2014,"Q3",3885.9
"Slovenia",2014,"Q4",4033.8
"Slovenia",2015,"Q1",3905.2
"Slovenia",2015,"Q2",3931.4
"Slovenia",2015,"Q3",3989
"Slovenia",2015,"Q4",4175.5
"Slovenia",2016,"Q1",4117.3
"Slovenia",2016,"Q2",4168.2
"Slovenia",2016,"Q3",4228.8
"Slovenia",2016,"Q4",4427.3
"Slovenia",2017,"Q1",4350.1
"Slovenia",2017,"Q2",4420.5
"Slovenia",2017,"Q3",4503.5
"Slovenia",2017,"Q4",4761
"Slovenia",2018,"Q1",4683.3
"Slovenia",2018,"Q2",4749.1
"Slovenia",2018,"Q3",4806
"Slovenia",2018,"Q4",5135.9
"Slovenia",2019,"Q1",5106
"Slovenia",2019,"Q2",5146.7
"Slovenia",2019,"Q3",5205.6
"Slovenia",2019,"Q4",5481.6
"Slovenia",2021,"Q1",5713.3
"Slovenia",2021,"Q2",5812.1
"Slovenia",2021,"Q3",5807.6
"Slovenia",2021,"Q4",6151.4
"Slovenia",2022,"Q1",6081
"Slovenia",2022,"Q2",6222.3
"Slovenia",2022,"Q3",6338.2
"Slovenia",2022,"Q4",6714.2
"Slovenia",2023,"Q1",6899
"Slovenia",2023,"Q2",6904.5
"Slovenia",2023,"Q3",6973.1
"Slovenia",2023,"Q4",7346.8
"Slovenia",2024,"Q1",7386.6
"Slovenia",2024,"Q2",7381.8
"Slovenia",2024,"Q3",7452
"Slovakia",2010,"Q1",4342.1
"Slovakia",2010,"Q2",4751.5
"Slovakia",2010,"Q3",4726.9
"Slovakia",2010,"Q4",5407.9
"Slovakia",2011,"Q1",4669.1
"Slovakia",2011,"Q2",5019.4
"Slovakia",2011,"Q3",5006.3
"Slovakia",2011,"Q4",5543.2
"Slovakia",2012,"Q1",4853.5
"Slovakia",2012,"Q2",5126.6
"Slovakia",2012,"Q3",5091.3
"Slovakia",2012,"Q4",5769.7
"Slovakia",2013,"Q1",4944.1
"Slovakia",2013,"Q2",5209.5
"Slovakia",2013,"Q3",5158.9
"Slovakia",2013,"Q4",5809.9
"Slovakia",2014,"Q1",5095.8
"Slovakia",2014,"Q2",5442.3
"Slovakia",2014,"Q3",5361.3
"Slovakia",2014,"Q4",5993.7
"Slovakia",2015,"Q1",5344.7
"Slovakia",2015,"Q2",5735.2
"Slovakia",2015,"Q3",5653.7
"Slovakia",2015,"Q4",6418.6
"Slovakia",2016,"Q1",5652.6
"Slovakia",2016,"Q2",6018.4
"Slovakia",2016,"Q3",5964.2
"Slovakia",2016,"Q4",6849.9
"Slovakia",2017,"Q1",5991.6
"Slovakia",2017,"Q2",6455.9
"Slovakia",2017,"Q3",6475
"Slovakia",2017,"Q4",7362.7
"Slovakia",2018,"Q1",6557.1
"Slovakia",2018,"Q2",7050.6
"Slovakia",2018,"Q3",6996.9
"Slovakia",2018,"Q4",7881.4
"Slovakia",2019,"Q1",7007.8
"Slovakia",2019,"Q2",7668.4
"Slovakia",2019,"Q3",7475.1
"Slovakia",2019,"Q4",8340.8
"Slovakia",2021,"Q1",7470.4
"Slovakia",2021,"Q2",8099.2
"Slovakia",2021,"Q3",8018.3
"Slovakia",2021,"Q4",9189.3
"Slovakia",2022,"Q1",8096.7
"Slovakia",2022,"Q2",8736.3
"Slovakia",2022,"Q3",8752.1
"Slovakia",2022,"Q4",9825.9
"Slovakia",2023,"Q1",8899
"Slovakia",2023,"Q2",9565.7
"Slovakia",2023,"Q3",9493.4
"Slovakia",2023,"Q4",10910.1
"Slovakia",2024,"Q1",9544.5
"Slovakia",2024,"Q2",10153.5
"Slovakia",2024,"Q3",9993.5
