"Sector","Country","Year","Quarter","Value"
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2021,"Q2",60500
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2021,"Q3",62109
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2021,"Q4",68050
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2022,"Q1",70064
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2022,"Q2",74393
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2022,"Q3",72723
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2022,"Q4",79242
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2023,"Q1",82131
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2023,"Q2",81748
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2023,"Q3",79639
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2023,"Q4",83261
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2024,"Q1",86876
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2024,"Q2",88297
"Wholesale and retail trade, transport, accommodation and food service activities","Spain",2024,"Q3",86922
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2010,"Q1",6500
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2010,"Q2",6647
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2010,"Q3",6652
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2010,"Q4",6763
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2011,"Q1",6908
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2011,"Q2",7053
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2011,"Q3",7152
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2011,"Q4",7229
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2012,"Q1",7462
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2012,"Q2",7371
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2012,"Q3",7338
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2012,"Q4",7374
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2013,"Q1",7282
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2013,"Q2",7251
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2013,"Q3",7244
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2013,"Q4",7226
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2014,"Q1",7178
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2014,"Q2",7108
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2014,"Q3",7116
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2014,"Q4",7087
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2015,"Q1",7157
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2015,"Q2",7175
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2015,"Q3",7218
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2015,"Q4",7205
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2016,"Q1",7202
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2016,"Q2",7156
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2016,"Q3",7171
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2016,"Q4",7262
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2017,"Q1",7435
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2017,"Q2",7452
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2017,"Q3",7546
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2017,"Q4",7668
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2018,"Q1",7650
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2018,"Q2",7653
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2018,"Q3",7567
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2018,"Q4",7635
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2019,"Q1",7689
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2019,"Q2",7792
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2019,"Q3",7812
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2019,"Q4",7933
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2021,"Q1",7178
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2021,"Q2",7369
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2021,"Q3",7553
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2021,"Q4",7782
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2022,"Q1",7885
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2022,"Q2",8152
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2022,"Q3",8301
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2022,"Q4",8344
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2023,"Q1",8532
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2023,"Q2",8367
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2023,"Q3",8431
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2023,"Q4",8443
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2024,"Q1",8691
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2024,"Q2",8829
"Wholesale and retail trade, transport, accommodation and food service activities","Finland",2024,"Q3",8779
"Wholesale and retail trade, transport, accommodation and food service activities","France",2010,"Q1",76780.2
"Wholesale and retail trade, transport, accommodation and food service activities","France",2010,"Q2",76843.9
"Wholesale and retail trade, transport, accommodation and food service activities","France",2010,"Q3",77372
"Wholesale and retail trade, transport, accommodation and food service activities","France",2010,"Q4",76511.4
"Wholesale and retail trade, transport, accommodation and food service activities","France",2011,"Q1",78207.1
"Wholesale and retail trade, transport, accommodation and food service activities","France",2011,"Q2",77951.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2011,"Q3",78176.8
"Wholesale and retail trade, transport, accommodation and food service activities","France",2011,"Q4",78817.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2012,"Q1",78720.4
"Wholesale and retail trade, transport, accommodation and food service activities","France",2012,"Q2",79452.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2012,"Q3",79603.7
"Wholesale and retail trade, transport, accommodation and food service activities","France",2012,"Q4",79841.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2013,"Q1",80409.3
"Wholesale and retail trade, transport, accommodation and food service activities","France",2013,"Q2",81001.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2013,"Q3",79293.4
"Wholesale and retail trade, transport, accommodation and food service activities","France",2013,"Q4",78829.4
"Wholesale and retail trade, transport, accommodation and food service activities","France",2014,"Q1",79043
"Wholesale and retail trade, transport, accommodation and food service activities","France",2014,"Q2",80192.2
"Wholesale and retail trade, transport, accommodation and food service activities","France",2014,"Q3",81694.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2014,"Q4",82115.3
"Wholesale and retail trade, transport, accommodation and food service activities","France",2015,"Q1",82094.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2015,"Q2",82960.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2015,"Q3",84054.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2015,"Q4",84218.8
"Wholesale and retail trade, transport, accommodation and food service activities","France",2016,"Q1",84561
"Wholesale and retail trade, transport, accommodation and food service activities","France",2016,"Q2",83253.3
"Wholesale and retail trade, transport, accommodation and food service activities","France",2016,"Q3",83588.9
"Wholesale and retail trade, transport, accommodation and food service activities","France",2016,"Q4",84506.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2017,"Q1",84826.8
"Wholesale and retail trade, transport, accommodation and food service activities","France",2017,"Q2",85922.2
"Wholesale and retail trade, transport, accommodation and food service activities","France",2017,"Q3",86238.1
"Wholesale and retail trade, transport, accommodation and food service activities","France",2017,"Q4",86519.2
"Wholesale and retail trade, transport, accommodation and food service activities","France",2018,"Q1",85986.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2018,"Q2",85714.4
"Wholesale and retail trade, transport, accommodation and food service activities","France",2018,"Q3",86941.1
"Wholesale and retail trade, transport, accommodation and food service activities","France",2018,"Q4",88407.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2019,"Q1",90539.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2019,"Q2",92078.3
"Wholesale and retail trade, transport, accommodation and food service activities","France",2019,"Q3",91951.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2019,"Q4",90902.2
"Wholesale and retail trade, transport, accommodation and food service activities","France",2021,"Q1",84365.1
"Wholesale and retail trade, transport, accommodation and food service activities","France",2021,"Q2",87733.2
"Wholesale and retail trade, transport, accommodation and food service activities","France",2021,"Q3",96090.1
"Wholesale and retail trade, transport, accommodation and food service activities","France",2021,"Q4",100460.5
"Wholesale and retail trade, transport, accommodation and food service activities","France",2022,"Q1",101455
"Wholesale and retail trade, transport, accommodation and food service activities","France",2022,"Q2",106266.6
"Wholesale and retail trade, transport, accommodation and food service activities","France",2022,"Q3",110810.7
"Wholesale and retail trade, transport, accommodation and food service activities","France",2022,"Q4",106707.3
"Wholesale and retail trade, transport, accommodation and food service activities","France",2023,"Q1",103144.9
"Wholesale and retail trade, transport, accommodation and food service activities","France",2023,"Q2",103087
"Wholesale and retail trade, transport, accommodation and food service activities","France",2023,"Q3",102522
"Wholesale and retail trade, transport, accommodation and food service activities","France",2023,"Q4",103186
"Wholesale and retail trade, transport, accommodation and food service activities","France",2024,"Q1",103646.8
"Wholesale and retail trade, transport, accommodation and food service activities","France",2024,"Q2",104840.4
"Wholesale and retail trade, transport, accommodation and food service activities","France",2024,"Q3",105735.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2010,"Q1",1988.2
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2010,"Q2",2006.4
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2010,"Q3",2077.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2010,"Q4",2044.9
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2011,"Q1",2013.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2011,"Q2",2057.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2011,"Q3",2045.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2011,"Q4",2056.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2012,"Q1",2034.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2012,"Q2",1962.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2012,"Q3",2027.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2012,"Q4",2018.5
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2013,"Q1",2032.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2013,"Q2",2071.4
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2013,"Q3",2073.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2013,"Q4",2009.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2014,"Q1",1989.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2014,"Q2",2045.4
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2014,"Q3",2034.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2014,"Q4",2029.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2015,"Q1",2094.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2015,"Q2",2198.5
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2015,"Q3",2144.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2015,"Q4",2166.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2016,"Q1",2194.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2016,"Q2",2226.4
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2016,"Q3",2272
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2016,"Q4",2286.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2017,"Q1",2342.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2017,"Q2",2426.9
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2017,"Q3",2495.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2017,"Q4",2465.6
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2018,"Q1",2526.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2018,"Q2",2614.5
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2018,"Q3",2643.2
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2018,"Q4",2660
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2019,"Q1",2618.4
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2019,"Q2",2663.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2019,"Q3",2690.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2019,"Q4",2812.8
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2021,"Q1",2525.2
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2021,"Q2",2532.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2021,"Q3",2761.2
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2021,"Q4",2877.9
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2022,"Q1",3100.6
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2022,"Q2",3533.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2022,"Q3",3469.7
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2022,"Q4",3515.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2023,"Q1",3859.5
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2023,"Q2",3915.5
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2023,"Q3",3895.1
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2023,"Q4",4053.3
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2024,"Q1",4171
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2024,"Q2",4251.6
"Wholesale and retail trade, transport, accommodation and food service activities","Croatia",2024,"Q3",4241.7
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2010,"Q1",6183.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2010,"Q2",6235.8
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2010,"Q3",6260.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2010,"Q4",6205
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2011,"Q1",6584.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2011,"Q2",6727.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2011,"Q3",6668.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2011,"Q4",6713
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2012,"Q1",6766.7
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2012,"Q2",6842.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2012,"Q3",6875.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2012,"Q4",7046.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2013,"Q1",7128.1
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2013,"Q2",7372
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2013,"Q3",7549.9
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2013,"Q4",7703
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2014,"Q1",7363.2
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2014,"Q2",7600.8
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2014,"Q3",7655
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2014,"Q4",7797.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2015,"Q1",7695
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2015,"Q2",7756.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2015,"Q3",7975.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2015,"Q4",8090.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2016,"Q1",8353.3
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2016,"Q2",8327.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2016,"Q3",8435.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2016,"Q4",8413.8
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2017,"Q1",8798
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2017,"Q2",8758.8
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2017,"Q3",8902.2
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2017,"Q4",9080.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2018,"Q1",8922.2
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2018,"Q2",9120.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2018,"Q3",9217.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2018,"Q4",9242.9
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2019,"Q1",9377.3
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2019,"Q2",9360.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2019,"Q3",9366
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2019,"Q4",9481.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2021,"Q1",8068.7
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2021,"Q2",9051.3
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2021,"Q3",9857.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2021,"Q4",10462.7
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2022,"Q1",10946.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2022,"Q2",11947.2
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2022,"Q3",12032
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2022,"Q4",13121
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2023,"Q1",12112.6
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2023,"Q2",12915.5
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2023,"Q3",12760.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2023,"Q4",12945.7
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2024,"Q1",13195.3
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2024,"Q2",12967.4
"Wholesale and retail trade, transport, accommodation and food service activities","Ireland",2024,"Q3",12895.2
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2010,"Q1",71660
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2010,"Q2",71935.8
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2010,"Q3",72631.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2010,"Q4",73923.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2011,"Q1",74765.3
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2011,"Q2",75002.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2011,"Q3",74483.4
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2011,"Q4",74102
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2012,"Q1",73557.4
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2012,"Q2",72987.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2012,"Q3",72549.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2012,"Q4",72359.9
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2013,"Q1",71228.8
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2013,"Q2",71783.9
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2013,"Q3",72431.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2013,"Q4",72392.7
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2014,"Q1",72685.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2014,"Q2",73266.9
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2014,"Q3",73606.3
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2014,"Q4",73951.3
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2015,"Q1",74584.3
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2015,"Q2",74814.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2015,"Q3",75621.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2015,"Q4",76481
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2016,"Q1",77694.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2016,"Q2",77888.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2016,"Q3",78805.9
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2016,"Q4",79736.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2017,"Q1",80968
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2017,"Q2",81647.3
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2017,"Q3",81830.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2017,"Q4",82496.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2018,"Q1",82883.4
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2018,"Q2",83108.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2018,"Q3",82862.7
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2018,"Q4",83745.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2019,"Q1",85013.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2019,"Q2",86008.3
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2019,"Q3",86356.8
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2019,"Q4",86429.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2021,"Q1",72960
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2021,"Q2",78673.7
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2021,"Q3",87430.4
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2021,"Q4",88118.7
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2022,"Q1",87658.7
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2022,"Q2",92583.8
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2022,"Q3",95562.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2022,"Q4",95743.6
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2023,"Q1",98105.4
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2023,"Q2",99811.4
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2023,"Q3",101520.5
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2023,"Q4",100628.9
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2024,"Q1",101049.1
"Wholesale and retail trade, transport, accommodation and food service activities","Italy",2024,"Q2",101899.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2010,"Q1",1787.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2010,"Q2",1849.4
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2010,"Q3",1902.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2010,"Q4",1933.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2011,"Q1",2005.8
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2011,"Q2",2080.8
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2011,"Q3",2139.7
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2011,"Q4",2164.4
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2012,"Q1",2272.7
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2012,"Q2",2333.6
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2012,"Q3",2328.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2012,"Q4",2381.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2013,"Q1",2481.1
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2013,"Q2",2487.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2013,"Q3",2495.4
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2013,"Q4",2519.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2014,"Q1",2555.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2014,"Q2",2582.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2014,"Q3",2630.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2014,"Q4",2548.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2015,"Q1",2510.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2015,"Q2",2565.1
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2015,"Q3",2597.9
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2015,"Q4",2671.1
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2016,"Q1",2631.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2016,"Q2",2694.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2016,"Q3",2698.9
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2016,"Q4",2769.6
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2017,"Q1",2888.8
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2017,"Q2",2982.8
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2017,"Q3",2930.1
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2017,"Q4",3024.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2018,"Q1",3130.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2018,"Q2",3255
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2018,"Q3",3292.9
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2018,"Q4",3410
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2019,"Q1",3282.2
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2019,"Q2",3441
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2019,"Q3",3456.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2019,"Q4",3524
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2021,"Q1",3508.1
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2021,"Q2",3575.4
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2021,"Q3",3715.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2021,"Q4",3807.5
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2022,"Q1",4045.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2022,"Q2",4214.3
"Wholesale and retail trade, transport, accommodation and food service activities","Lithuania",2022,"Q3",4476.8
