"Sector","Country","Year","Quarter","Value"
"Construction","Germany",2024,"Q1",53166
"Construction","Germany",2024,"Q2",52443
"Construction","Germany",2024,"Q3",52657
"Construction","Euroarea",2010,"Q1",120943.6
"Construction","Euroarea",2010,"Q2",122282.1
"Construction","Euroarea",2010,"Q3",121150.5
"Construction","Euroarea",2010,"Q4",119154.1
"Construction","Euroarea",2011,"Q1",120867.2
"Construction","Euroarea",2011,"Q2",120140
"Construction","Euroarea",2011,"Q3",118885.4
"Construction","Euroarea",2011,"Q4",118674.3
"Construction","Euroarea",2012,"Q1",116842.3
"Construction","Euroarea",2012,"Q2",115877.2
"Construction","Euroarea",2012,"Q3",114563.3
"Construction","Euroarea",2012,"Q4",113278.7
"Construction","Euroarea",2013,"Q1",111549.6
"Construction","Euroarea",2013,"Q2",112813
"Construction","Euroarea",2013,"Q3",113689.4
"Construction","Euroarea",2013,"Q4",113893.2
"Construction","Euroarea",2014,"Q1",113122.8
"Construction","Euroarea",2014,"Q2",111665.6
"Construction","Euroarea",2014,"Q3",112035.9
"Construction","Euroarea",2014,"Q4",112360.3
"Construction","Euroarea",2015,"Q1",112724.3
"Construction","Euroarea",2015,"Q2",112645
"Construction","Euroarea",2015,"Q3",113146.8
"Construction","Euroarea",2015,"Q4",114719.9
"Construction","Euroarea",2016,"Q1",116216.8
"Construction","Euroarea",2016,"Q2",116395.2
"Construction","Euroarea",2016,"Q3",117610.5
"Construction","Euroarea",2016,"Q4",118383.3
"Construction","Euroarea",2017,"Q1",120299.8
"Construction","Euroarea",2017,"Q2",122561.8
"Construction","Euroarea",2017,"Q3",123998.5
"Construction","Euroarea",2017,"Q4",125971.9
"Construction","Euroarea",2018,"Q1",125794.1
"Construction","Euroarea",2018,"Q2",128209.1
"Construction","Euroarea",2018,"Q3",130624.3
"Construction","Euroarea",2018,"Q4",134333.7
"Construction","Euroarea",2019,"Q1",135951.4
"Construction","Euroarea",2019,"Q2",136600.2
"Construction","Euroarea",2019,"Q3",139144.8
"Construction","Euroarea",2019,"Q4",139346.2
"Construction","Euroarea",2021,"Q1",141401.5
"Construction","Euroarea",2021,"Q2",147752.6
"Construction","Euroarea",2021,"Q3",149231.1
"Construction","Euroarea",2021,"Q4",152493.2
"Construction","Euroarea",2022,"Q1",155175.3
"Construction","Euroarea",2022,"Q2",160705.2
"Construction","Euroarea",2022,"Q3",163086.8
"Construction","Euroarea",2022,"Q4",167273.4
"Construction","Euroarea",2023,"Q1",177190.6
"Construction","Euroarea",2023,"Q2",180843.4
"Construction","Euroarea",2023,"Q3",182237.8
"Construction","Euroarea",2023,"Q4",182781.3
"Construction","Euroarea",2024,"Q1",184579.8
"Construction","Euroarea",2024,"Q2",184678.2
"Construction","Euroarea",2024,"Q3",185106.9
"Construction","Estonia",2010,"Q1",169.9
"Construction","Estonia",2010,"Q2",183.9
"Construction","Estonia",2010,"Q3",190.6
"Construction","Estonia",2010,"Q4",194.4
"Construction","Estonia",2011,"Q1",213.9
"Construction","Estonia",2011,"Q2",228.6
"Construction","Estonia",2011,"Q3",261.1
"Construction","Estonia",2011,"Q4",284.4
"Construction","Estonia",2012,"Q1",290.7
"Construction","Estonia",2012,"Q2",290.3
"Construction","Estonia",2012,"Q3",281.9
"Construction","Estonia",2012,"Q4",289.5
"Construction","Estonia",2013,"Q1",291.2
"Construction","Estonia",2013,"Q2",289.5
"Construction","Estonia",2013,"Q3",296.5
"Construction","Estonia",2013,"Q4",278.8
"Construction","Estonia",2014,"Q1",262
"Construction","Estonia",2014,"Q2",269.7
"Construction","Estonia",2014,"Q3",268.8
"Construction","Estonia",2014,"Q4",274.9
"Construction","Estonia",2015,"Q1",272.4
"Construction","Estonia",2015,"Q2",270.9
"Construction","Estonia",2015,"Q3",273.8
"Construction","Estonia",2015,"Q4",285.8
"Construction","Estonia",2016,"Q1",290.6
"Construction","Estonia",2016,"Q2",310.2
"Construction","Estonia",2016,"Q3",311
"Construction","Estonia",2016,"Q4",319.2
"Construction","Estonia",2017,"Q1",338.1
"Construction","Estonia",2017,"Q2",344.7
"Construction","Estonia",2017,"Q3",346.7
"Construction","Estonia",2017,"Q4",354.7
"Construction","Estonia",2018,"Q1",378.9
"Construction","Estonia",2018,"Q2",387.7
"Construction","Estonia",2018,"Q3",397.1
"Construction","Estonia",2018,"Q4",395.9
"Construction","Estonia",2019,"Q1",408.4
"Construction","Estonia",2019,"Q2",405.7
"Construction","Estonia",2019,"Q3",432.1
"Construction","Estonia",2019,"Q4",444.1
"Construction","Estonia",2021,"Q1",416.2
"Construction","Estonia",2021,"Q2",442.8
"Construction","Estonia",2021,"Q3",458.6
"Construction","Estonia",2021,"Q4",478.9
"Construction","Estonia",2022,"Q1",507.3
"Construction","Estonia",2022,"Q2",510.9
"Construction","Estonia",2022,"Q3",524.8
"Construction","Estonia",2022,"Q4",517.6
"Construction","Estonia",2023,"Q1",532.3
"Construction","Estonia",2023,"Q2",519.9
"Construction","Estonia",2023,"Q3",524.1
"Construction","Estonia",2023,"Q4",533.4
"Construction","Estonia",2024,"Q1",517.4
"Construction","Estonia",2024,"Q2",527.6
"Construction","Estonia",2024,"Q3",525.2
"Construction","Greece",2010,"Q1",2489.2
"Construction","Greece",2010,"Q2",2314.6
"Construction","Greece",2010,"Q3",2055.6
"Construction","Greece",2010,"Q4",1961.7
"Construction","Greece",2011,"Q1",1904.7
"Construction","Greece",2011,"Q2",1545.8
"Construction","Greece",2011,"Q3",1472.7
"Construction","Greece",2011,"Q4",1048.2
"Construction","Greece",2012,"Q1",1041
"Construction","Greece",2012,"Q2",1158.9
"Construction","Greece",2012,"Q3",827.4
"Construction","Greece",2012,"Q4",1092.3
"Construction","Greece",2013,"Q1",1085.2
"Construction","Greece",2013,"Q2",1112.1
"Construction","Greece",2013,"Q3",1020.4
"Construction","Greece",2013,"Q4",1100.6
"Construction","Greece",2014,"Q1",807.8
"Construction","Greece",2014,"Q2",704.8
"Construction","Greece",2014,"Q3",776.9
"Construction","Greece",2014,"Q4",676
"Construction","Greece",2015,"Q1",708.6
"Construction","Greece",2015,"Q2",771.4
"Construction","Greece",2015,"Q3",674.9
"Construction","Greece",2015,"Q4",864.3
"Construction","Greece",2016,"Q1",745.7
"Construction","Greece",2016,"Q2",661.9
"Construction","Greece",2016,"Q3",658.5
"Construction","Greece",2016,"Q4",719.8
"Construction","Greece",2017,"Q1",403.6
"Construction","Greece",2017,"Q2",348.3
"Construction","Greece",2017,"Q3",683.8
"Construction","Greece",2017,"Q4",445.3
"Construction","Greece",2018,"Q1",463.4
"Construction","Greece",2018,"Q2",709.7
"Construction","Greece",2018,"Q3",507.2
"Construction","Greece",2018,"Q4",612.6
"Construction","Greece",2019,"Q1",647.6
"Construction","Greece",2019,"Q2",623.6
"Construction","Greece",2019,"Q3",606.3
"Construction","Greece",2019,"Q4",608.3
"Construction","Greece",2021,"Q1",764.4
"Construction","Greece",2021,"Q2",773.2
"Construction","Greece",2021,"Q3",811.3
"Construction","Greece",2021,"Q4",715.8
"Construction","Greece",2022,"Q1",947.1
"Construction","Greece",2022,"Q2",799
"Construction","Greece",2022,"Q3",842
"Construction","Greece",2022,"Q4",930.3
"Construction","Greece",2023,"Q1",952.2
"Construction","Greece",2023,"Q2",1059.7
"Construction","Greece",2023,"Q3",1049.9
"Construction","Greece",2023,"Q4",1088.8
"Construction","Greece",2024,"Q1",1002.7
"Construction","Greece",2024,"Q2",1055
"Construction","Greece",2024,"Q3",1116.7
"Construction","Spain",2010,"Q1",23667
"Construction","Spain",2010,"Q2",22563
"Construction","Spain",2010,"Q3",22090
"Construction","Spain",2010,"Q4",21365
"Construction","Spain",2011,"Q1",20086
"Construction","Spain",2011,"Q2",19469
"Construction","Spain",2011,"Q3",18432
"Construction","Spain",2011,"Q4",17569
"Construction","Spain",2012,"Q1",16975
"Construction","Spain",2012,"Q2",16280
"Construction","Spain",2012,"Q3",15774
"Construction","Spain",2012,"Q4",15378
"Construction","Spain",2013,"Q1",14170
"Construction","Spain",2013,"Q2",13831
"Construction","Spain",2013,"Q3",13784
"Construction","Spain",2013,"Q4",13748
"Construction","Spain",2014,"Q1",13616
"Construction","Spain",2014,"Q2",13790
"Construction","Spain",2014,"Q3",13896
"Construction","Spain",2014,"Q4",14088
"Construction","Spain",2015,"Q1",14447
"Construction","Spain",2015,"Q2",14640
"Construction","Spain",2015,"Q3",14803
"Construction","Spain",2015,"Q4",15034
"Construction","Spain",2016,"Q1",15299
"Construction","Spain",2016,"Q2",15327
"Construction","Spain",2016,"Q3",15564
"Construction","Spain",2016,"Q4",15554
"Construction","Spain",2017,"Q1",15778
"Construction","Spain",2017,"Q2",16026
"Construction","Spain",2017,"Q3",16096
"Construction","Spain",2017,"Q4",16333
"Construction","Spain",2018,"Q1",16301
"Construction","Spain",2018,"Q2",16526
"Construction","Spain",2018,"Q3",16962
"Construction","Spain",2018,"Q4",17355
"Construction","Spain",2019,"Q1",18071
"Construction","Spain",2019,"Q2",18370
"Construction","Spain",2019,"Q3",18511
"Construction","Spain",2019,"Q4",18822
"Construction","Spain",2021,"Q1",15908
"Construction","Spain",2021,"Q2",16487
"Construction","Spain",2021,"Q3",16446
"Construction","Spain",2021,"Q4",16703
"Construction","Spain",2022,"Q1",17231
"Construction","Spain",2022,"Q2",18164
"Construction","Spain",2022,"Q3",18785
"Construction","Spain",2022,"Q4",18956
"Construction","Spain",2023,"Q1",19433
"Construction","Spain",2023,"Q2",20473
"Construction","Spain",2023,"Q3",20472
"Construction","Spain",2023,"Q4",20427
"Construction","Spain",2024,"Q1",20630
"Construction","Spain",2024,"Q2",21500
"Construction","Spain",2024,"Q3",21095
"Construction","Finland",2010,"Q1",2597
"Construction","Finland",2010,"Q2",2679
"Construction","Finland",2010,"Q3",2704
"Construction","Finland",2010,"Q4",2744
"Construction","Finland",2011,"Q1",2715
"Construction","Finland",2011,"Q2",2727
"Construction","Finland",2011,"Q3",2787
"Construction","Finland",2011,"Q4",2839
"Construction","Finland",2012,"Q1",2846
"Construction","Finland",2012,"Q2",2861
"Construction","Finland",2012,"Q3",2852
"Construction","Finland",2012,"Q4",2847
"Construction","Finland",2013,"Q1",2837
"Construction","Finland",2013,"Q2",2824
"Construction","Finland",2013,"Q3",2839
"Construction","Finland",2013,"Q4",2827
"Construction","Finland",2014,"Q1",2796
"Construction","Finland",2014,"Q2",2786
"Construction","Finland",2014,"Q3",2757
"Construction","Finland",2014,"Q4",2746
"Construction","Finland",2015,"Q1",2786
"Construction","Finland",2015,"Q2",2849
"Construction","Finland",2015,"Q3",2888
"Construction","Finland",2015,"Q4",2949
"Construction","Finland",2016,"Q1",3040
"Construction","Finland",2016,"Q2",3068
"Construction","Finland",2016,"Q3",3174
"Construction","Finland",2016,"Q4",3252
"Construction","Finland",2017,"Q1",3298
"Construction","Finland",2017,"Q2",3399
"Construction","Finland",2017,"Q3",3440
"Construction","Finland",2017,"Q4",3500
"Construction","Finland",2018,"Q1",3564
"Construction","Finland",2018,"Q2",3623
"Construction","Finland",2018,"Q3",3675
"Construction","Finland",2018,"Q4",3684
"Construction","Finland",2019,"Q1",3689
"Construction","Finland",2019,"Q2",3744
"Construction","Finland",2019,"Q3",3765
"Construction","Finland",2019,"Q4",3768
"Construction","Finland",2021,"Q1",3718
"Construction","Finland",2021,"Q2",3771
"Construction","Finland",2021,"Q3",3766
"Construction","Finland",2021,"Q4",3669
"Construction","Finland",2022,"Q1",3810
"Construction","Finland",2022,"Q2",3801
"Construction","Finland",2022,"Q3",3746
"Construction","Finland",2022,"Q4",3854
"Construction","Finland",2023,"Q1",3838
"Construction","Finland",2023,"Q2",3679
"Construction","Finland",2023,"Q3",3688
"Construction","Finland",2023,"Q4",3609
"Construction","Finland",2024,"Q1",3470
"Construction","Finland",2024,"Q2",3507
"Construction","Finland",2024,"Q3",3448
"Construction","France",2010,"Q1",26516.7
"Construction","France",2010,"Q2",26749.3
"Construction","France",2010,"Q3",27289.5
"Construction","France",2010,"Q4",26903.6
"Construction","France",2011,"Q1",27433.3
"Construction","France",2011,"Q2",27879.6
"Construction","France",2011,"Q3",27877.2
"Construction","France",2011,"Q4",28207.8
"Construction","France",2012,"Q1",27290.5
"Construction","France",2012,"Q2",27294.6
"Construction","France",2012,"Q3",27434.3
"Construction","France",2012,"Q4",27197.2
"Construction","France",2013,"Q1",27477.4
"Construction","France",2013,"Q2",28001.1
"Construction","France",2013,"Q3",28274.9
"Construction","France",2013,"Q4",28586.7
"Construction","France",2014,"Q1",28135.7
"Construction","France",2014,"Q2",27647.7
"Construction","France",2014,"Q3",27694.7
"Construction","France",2014,"Q4",27409.2
"Construction","France",2015,"Q1",27359.9
"Construction","France",2015,"Q2",26904.4
"Construction","France",2015,"Q3",27024.5
"Construction","France",2015,"Q4",27238.8
"Construction","France",2016,"Q1",27249.6
"Construction","France",2016,"Q2",26653.1
"Construction","France",2016,"Q3",26895.1
"Construction","France",2016,"Q4",27311.5
"Construction","France",2017,"Q1",27691
"Construction","France",2017,"Q2",28167.9
"Construction","France",2017,"Q3",28482.2
"Construction","France",2017,"Q4",28840.3
"Construction","France",2018,"Q1",28624.7
"Construction","France",2018,"Q2",28515
"Construction","France",2018,"Q3",29229.7
"Construction","France",2018,"Q4",30026.3
"Construction","France",2019,"Q1",30680.6
"Construction","France",2019,"Q2",30767.3
"Construction","France",2019,"Q3",31189.5
"Construction","France",2019,"Q4",30742.1
"Construction","France",2021,"Q1",31245.2
"Construction","France",2021,"Q2",31743.3
"Construction","France",2021,"Q3",31209.2
"Construction","France",2021,"Q4",31538.4
"Construction","France",2022,"Q1",31477.7
"Construction","France",2022,"Q2",31619.4
"Construction","France",2022,"Q3",32651.7
"Construction","France",2022,"Q4",33632.3
"Construction","France",2023,"Q1",35142.1
"Construction","France",2023,"Q2",35919.3
"Construction","France",2023,"Q3",36099.5
"Construction","France",2023,"Q4",36360.5
"Construction","France",2024,"Q1",36121.9
"Construction","France",2024,"Q2",35631.7
"Construction","France",2024,"Q3",35689.5
"Construction","Croatia",2010,"Q1",546.9
"Construction","Croatia",2010,"Q2",546
"Construction","Croatia",2010,"Q3",527
"Construction","Croatia",2010,"Q4",500.4
"Construction","Croatia",2011,"Q1",494.2
"Construction","Croatia",2011,"Q2",497.4
"Construction","Croatia",2011,"Q3",487.3
"Construction","Croatia",2011,"Q4",463.2
"Construction","Croatia",2012,"Q1",423
"Construction","Croatia",2012,"Q2",403.2
"Construction","Croatia",2012,"Q3",400.2
"Construction","Croatia",2012,"Q4",402.6
"Construction","Croatia",2013,"Q1",411.7
"Construction","Croatia",2013,"Q2",406.1
"Construction","Croatia",2013,"Q3",403.8
"Construction","Croatia",2013,"Q4",403.3
"Construction","Croatia",2014,"Q1",398.3
"Construction","Croatia",2014,"Q2",394.7
"Construction","Croatia",2014,"Q3",400
"Construction","Croatia",2014,"Q4",400.6
"Construction","Croatia",2015,"Q1",400.3
"Construction","Croatia",2015,"Q2",414.3
"Construction","Croatia",2015,"Q3",422.5
"Construction","Croatia",2015,"Q4",427.3
"Construction","Croatia",2016,"Q1",431.7
"Construction","Croatia",2016,"Q2",452
"Construction","Croatia",2016,"Q3",450
"Construction","Croatia",2016,"Q4",456.3
"Construction","Croatia",2017,"Q1",468.1
"Construction","Croatia",2017,"Q2",472.1
"Construction","Croatia",2017,"Q3",475.3
"Construction","Croatia",2017,"Q4",486
"Construction","Croatia",2018,"Q1",506.9
"Construction","Croatia",2018,"Q2",532.1
"Construction","Croatia",2018,"Q3",558.1
"Construction","Croatia",2018,"Q4",576
"Construction","Croatia",2019,"Q1",605.4
"Construction","Croatia",2019,"Q2",616.3
"Construction","Croatia",2019,"Q3",637.6
"Construction","Croatia",2019,"Q4",648.8
"Construction","Croatia",2021,"Q1",698.2
"Construction","Croatia",2021,"Q2",719.5
"Construction","Croatia",2021,"Q3",736.9
"Construction","Croatia",2021,"Q4",752.5
"Construction","Croatia",2022,"Q1",765.1
"Construction","Croatia",2022,"Q2",808.1
"Construction","Croatia",2022,"Q3",853
"Construction","Croatia",2022,"Q4",935.4
"Construction","Croatia",2023,"Q1",1032.3
"Construction","Croatia",2023,"Q2",1084.4
"Construction","Croatia",2023,"Q3",1167.2
"Construction","Croatia",2023,"Q4",1228.6
"Construction","Croatia",2024,"Q1",1301.6
"Construction","Croatia",2024,"Q2",1350.2
"Construction","Croatia",2024,"Q3",1408.5
"Construction","Ireland",2010,"Q1",637.9
"Construction","Ireland",2010,"Q2",615.9
"Construction","Ireland",2010,"Q3",563.6
"Construction","Ireland",2010,"Q4",535.9
"Construction","Ireland",2011,"Q1",516.3
"Construction","Ireland",2011,"Q2",506
"Construction","Ireland",2011,"Q3",516.6
"Construction","Ireland",2011,"Q4",530
"Construction","Ireland",2012,"Q1",756.1
"Construction","Ireland",2012,"Q2",726.2
"Construction","Ireland",2012,"Q3",739.2
"Construction","Ireland",2012,"Q4",812.8
"Construction","Ireland",2013,"Q1",874.4
"Construction","Ireland",2013,"Q2",902.3
"Construction","Ireland",2013,"Q3",998.7
"Construction","Ireland",2013,"Q4",1021.9
"Construction","Ireland",2014,"Q1",1092.9
"Construction","Ireland",2014,"Q2",1206.2
"Construction","Ireland",2014,"Q3",1234
"Construction","Ireland",2014,"Q4",1245.9
"Construction","Ireland",2015,"Q1",1298.7
"Construction","Ireland",2015,"Q2",1332.6
"Construction","Ireland",2015,"Q3",1312.3
"Construction","Ireland",2015,"Q4",1356.4
"Construction","Ireland",2016,"Q1",1419.2
"Construction","Ireland",2016,"Q2",1538.5
"Construction","Ireland",2016,"Q3",1622.4
"Construction","Ireland",2016,"Q4",1572.7
"Construction","Ireland",2017,"Q1",1995.1
"Construction","Ireland",2017,"Q2",1976.5
"Construction","Ireland",2017,"Q3",1970.8
"Construction","Ireland",2017,"Q4",2033.9
"Construction","Ireland",2018,"Q1",2076.1
"Construction","Ireland",2018,"Q2",2167.4
"Construction","Ireland",2018,"Q3",2193.6
"Construction","Ireland",2018,"Q4",2164
"Construction","Ireland",2019,"Q1",2182.2
"Construction","Ireland",2019,"Q2",2225
"Construction","Ireland",2019,"Q3",2476.2
"Construction","Ireland",2019,"Q4",2483.6
"Construction","Ireland",2021,"Q1",2039.8
"Construction","Ireland",2021,"Q2",2351.1
